category,title_clean,artist_clean,lyrics_devanagari,line_count,char_count,script_style_original,script_style_cleaned,transliterated
romanized,VTEN - CRMNL,Genius Romanizations,"हे थाहा थ्येन मलाई ता के
हे रमाइलो गरी रा थे
हे समात्यो प्रहरी ले
हे ताइ पानी लखती लखती लखती, एयी
हे थाहा थ्येन मलाई ता के
हे रमाइलो गरी रा थे
हे समात्यो प्रहरी ले
हे ताइ पानी लखती लखती लखती, एयी
बिग्रियेको यो मान्छे मा
पहिला भन्दा झेएन हर्मी भा चु
बुडी चा घर मा
मा तेइ पानी कुकुर्नी लखती र्हा चु
आफ्नै पारा मा
मेरो फाइदा को लागी मा जता नी जाँचु
देखि नै र्हा को चा
मेरो यो पारा य्हा सबै लाई थाचा
हर ता थचाइन भने नी हर ना
चुटिया बेव्रा ले मा
अगाडी बडेको रे हुः
हैन नी टेस्टो ता कै
इज्जत सबैलाई गरेको थ्ये
हुदै थ्ये खुसी को बदला मा खुसी
रेस्पेक्ट मु*आई मलाई पानी दे ला
मेरो केटा हरू सब चडा भा चा
पारा मा चा
यो फुचे ले धारी गजा ताँचा
रा*डीआई जा चा तेइ आँखा लान्चा मु*आई
मा भाँचु यो सब राम्रो हैन तारा
कहा मञ्च मु*आई उल्टै उसकै पारा ताल्चा मु*आई
था चैन आफेई लाई घाटा पर्चा मु*आई, एयी",30,779,romanized,devanagari,1
romanized,Moti,Shuprim Gelang Magar,"येता हेराना टिमलाई बोलाउदै छु मा
तिम्रो नै तस्बिर हेरी टोलाउदै छु मा
नवगा तेसरी मा केहे गर्दिन
कस्तो होला मा तिम्रो आफ्नै हैनारा??
रूप मात्र हैन तिमी माँ ले राम्री चौ
लजायेर हास्दा मलाई जिउदै मार्दिन्छौ
तिमी जा गये पानी तिमी तिरै सार्चु
फ्री विफी वन्द बादी टिमलाई माया गर्छु
मा तिम्रो अखा तिमी चासमा
मा तिम्रो नीतेश तिमी आश्मा
मा तिम्रो मुटु तिमी धड्कन
मा तिम्रो सुर तिमी सर्गम
आए मोती, राखना मलाई तिम्रो दिल मा एकचोटि
आए मोती, राखना मलाई तिम्रो दिल मा एकचोटि
आए मोती, राखना मलाई तिम्रो दिल मा एकचोटि
आए मोती, राखना मलाई तिम्रो दिल मा एकचोटि
मिनरल को पानी वन्द सफा तिम्रो माँ
रिसाको देख्दा जिस्काउन माँ लाउछ झाँ
तिमी होट चौ वन्ने मलाई पैला थाहथेओ
तिम्रो फोटो हेर्दा एक्कासी मोबाइल तात्यो",20,687,romanized,devanagari,1
romanized,Gobar Lyath 2,Mr. D (Nepal),"बेरोजगार नी होइन, तारा जागीर नी चैन
मान्छे चु साही मा, कहिले जागीर खोज्न नी गाइन
बेरोजगार नी होइन, तारा जागीर नी चैन
मान्छे चु साही मा, कहिले जागीर खोज्न नी गाइन
मा सिङ्गले चु, सिङ्गले चु, सिङ्गले चु
मा ता गोबर ल्याथ बानी हिड्दछु
मा सिङ्गले चु, सिङ्गले चु, सिङ्गले चु
मा ता गोबर ल्याथ बानी हिड्दछु
ओएच, ओएच, ओएच, ओएच, ओएच, ओएच, ओएच, ओएच, ओएच
ओएच, ओएच, ओएच, ओएच, ओएच, ओएच, ओएच, ओएच, ओएच
ओएच, ओएच, ओएच, ओएच, ओएच, ओएच, ओएच, ओएच, ओएच
कुबेर जस्तो देखिन्छ
तारा चैन धन जाति
घुमी फेरी कति सक्काये बाउको सम्पति
कहिले पुग्यो बोर्डर पारी
कहिले पुग्यो ढंगडी
पुकार देखि गोट्टी सम्म चपाइदियो मनपरी
आमाले भाँचिन् बिहे गर काँचा तेरो बेला पुगिसक्यो
तारा आफू चाइ क्ति को फोटो लाइक गर्दै हातमा ठेला उठिसक्यो
मेरा बेला पुग्य साथीको बाइकले ज्याँ गयो बाकी राको साथी सबै गोट्टी को फान भयो
जिन्दगी ल्याङ भयो क्तिले मुटु ठोडिदियो
तिमी बिना मर्चु भन्थेयो अहिले घोरले चोरी थियो
भूतपूर्ब बुडाको सम्बन्ध दै मा चोडिदियो",23,889,romanized,devanagari,1
nepali,Kura,Oasis Thapa,"कुरा थिए तिमीलाई भन्न अझै त्यसैले
चित्ती लेख्दै छु तिमी पढी देउ है
पिडा को कलम अनि आसु को मसी साहारा लि
पोखिरा छु तिमी न पुची देउ है
धेरै नगहिरेर पढ्नु माया
दुख को समुन्द्र हो तिमीलाई दुबाइ लग्ला है
आँखा भरिएला गुम्सेर रुनु
कतै फेरी साचो माया गर्दो रैछ भन्लान है
तिमी लाई यो पापी सन्सार मा जोगाउदा जोगाउदै
खयाल भएन छ आफै लाई जोगाउने
चुदाइदेउ ति अल्झिएका दोरिहरु
जब तिमी नै रहेनौ साथ दिन लाई
बाकी त छैन धेरै तर
तिमी माग्छौ भने मेरो मुटु
बचेकुचेका टुक्र समेती हतकेला मा म
थमाइदिउल है",16,481,mixed,devanagari,0
nepali,Hidne Maanche Ladcha,The Shadows 'Nepal',"हिड्ने मान्छे लड्दछ
बिघ्न बाधा आइपर्दछ
विचलित हुनु हुदैन मान्छे
बिघ्न बाधा आइपर्छ
दुनिया ले धिक्कार्छ
विचलित नहुनु है
जे पर्छ त्यो टर्छ
बिघ्न बाधा आइपर्छ
दुनिया ले धिक्कार्छ
विचलित नहुनु है
जे पर्छ त्यो टर्छ
हिड्ने मान्छे लड्छ
हिड्ने मान्छे लड्छ
हिड्ने मान्छे लड्छ
हिड्ने मान्छे लड्छ
मिहिनेत गर्यो भने जंघार पनि तरिन्छ
जति छेकौ घाम लाई प्रकाश त छरिन्छ
मिहिनेत गर्यो भने जंघार पनि तरिन्छ
जति छेकौ घाम लाई प्रकाश त छरिन्छ
हिड्ने मान्छे लड्छ
हिड्ने मान्छे लड्छ
हिड्ने मान्छे लड्छ
हिड्ने मान्छे लड्छ",23,495,mixed,devanagari,0
romanized,God Of Nephop,Uniq Poet,"ओरिजिनली टाइटल्ड साधना, गोड ओएफ नेफोप आइएस ए ट्राइब्युट टो थे लाटे यमा बुद्ध बाइ युनिक पोएट. आइटी आइएस ए फ्युजन ओएफ राप एन्ड फ्लुट बक्स रेकर्डेड एटी ट्र्याप नेपाल. डाइरेक्टेड बाइ थे डम्ब... रियाड मोर
सोमेथिङ न्यू
उ-एन-आई-क्यू
डिसेक्ट थिस कन्सेप्ट मेटाफिजिकली
स्टेप इन्साइड युर माइन्ड टो सी डिभिनिटी
इन-ट्युन्ड विथ थे एयेस ओएफ इन्फिनिटी
अनफोल्डिङ थे त्रुथ, ह्वो काउल्ड आई रियली बे?
99% ओएफ म्याटर आइएस नोथिङ
व्हाइ युर एगो टेलिङ योउ टो कीप आइटी ए हन्ड्रेड
कीपिङ आइटी रियल इन इटसेल्फ आइएस ए लिए
ह्वेन इभरिथिङ आइएस एनर्जी एन्ड वेव्स इन डिसगाइज
ह्वो एएम आई? आई नीड क्लारिटी
एएम आई थे फ्लेश, थे बोन्स, थे एनाटोमी?
काउल्ड आई बे थे प्रोडक्ट ओएफ माइ फ्यान्टासी?
ओर थे स्पिरिट अन्डरपिनिङ इन थिस रियालिटी?
भगवान को बर्दन चा येता
समर्पण को अर्थ तलाई के था
गोड गाङ! डिभाइन प्लान!
तारा मन्दिना हाताको रेखा
हा!
माइ माइन्ड आइएस गोने, बेयोन्ड लाइक थे स्पेसशिप
वे आउट ओएफ थिस वर्चुअल क्लाउड ओएफ म्याट्रिक्स
होव आई सी आइटी आइएस सो ड्याम्न एमेजिङ
नोथिङ आइएस रियल एन्ड आई एआईएन'टी फेकिङ
रियल रियलाइजेशन
सो लेट'एस सोल्वे थिस इक्वेशन
आइएफ एभरयोन्स थे सामे, थेरेस नो डिस्क्रिमिनेसन
फ्रोम ब्ल्याक टो ह्वाइट, आइएफ वे काउल्ड स्प्रेड लव अराउन्ड
थें व्हाइ डो वे हावे टो फाइट
लुक, आई वन्न बे थे ओने टो सेट अन एक्जाम्पल
गोट्टा बिग एनआउघ हर्ट थात आई नेवर काउल्ड ह्यान्डल
सो, आई गिवे आइटी एएलएल टो माइ म्युजिक
इभरी वर्ड आइएस लाइक अन अर्रोव कमिङ आउट ओएफ क्युबिड
टो एएलएल थे फान्स, वेटिङ ओन माइ न्यू शीत
इवेन थे ह्याटर्स लव आइटी लाइक होव डोएस हे डो थिस?
आई बीन थे मन एवर सिन्स आई प्लान्ड टो ब्रिङ हिप-होप इन थिस ल्याण्ड
माइ ड्याडी टाउट मे होव टो बे ए सिम्पल मन
थे रियासन व्हाइ आई नेवर रियली बीन ए मिडल फिंगर फाम",38,1576,romanized,devanagari,1
nepali,Stoner Life,Chirag Khadka,"या या या या या या या
या या या या या या या
थिस आइएस 5:55
या या या या या या या
बिहान देखी हप्प
काम धाम ठप्प
भोलेबाबा भन्दै तानिहाल्छु एक पियुएफएफ
लाइफ पुरै राउघ
गर ठिक गफ
एकले पुगेन भने अर्को एक थप
के गर्ने लाइफ मा जहिले सोचिरख
चलिराछ जिन्दगीमा गहिरो बाद लक
एकदिन त सबै कुरा आफै मिलिहाल्ला टक्क
त्यतिन्जेल लागी भन्छु, आई डोन'टी गिवे ए फक
यो हाम्रो स्टोनर लाइफ
यो हाम्रो स्टोनर लाइफ
यो हाम्रो स्टोनर लाइफ
यो हाम्रो स्टोनर लाइफ",18,423,mixed,devanagari,1
nepali,Anountho Mutu,Sajjan Raj Vaidya,"ओने, ट्वो, थ्री, फाउर
एकछिन भएर के भो त
तिमीलाई नदेखेको?
एकदम याद आई रहेछ
कुर्न नै गाह्रो भयो
तिमीलाई एकछिन एकछिनमा
फेरि मैले बोलाउँदा
नरिसाउनु माया
साह्रै अनौठो छ यो, ओएच, मुटो मेरो
तिम्रो सम्झनामा दुल्दै, कल्पनाहरू बटुल्दै
तिम्रो नामलाई प्रेरणा बनाएर
सपना साजाएर, तिमी कहाँ ल्याएर
आई बस्छ तिम्रो अँगालोमा
एकचोटी भए पनि
राती निदाउनु अघि
भनि दिनु है माया
याद गरि रहेछौ कि
मलाई मैले तिमीलाई
सम्झि रहेको जस्तै
जति देखे नि तिमीलाई",20,427,mixed,devanagari,1
nepali,Abasaad,The Shadows 'Nepal',"अनन्त संघर्ष बोकेर अवसादमा
मेरो साँचो रङहरु के बुझछन समाजले यहाँ
म भित्रको अर्को मान्छे म सँग लड्न खोज्छ
मलाई नै जित्न खोज्छ अनि डराउँछु म
म भित्रको अर्को मान्छे मलाई नै दबाउँछ
म सँगै जुध्न खोज्छ अनि डराउँछु म
जो भेट्छु सोध्छन् मलाई के छ मेरो खबर
झुक्किन्छु म समाल्छु तर म ठिकै छु
मेरो हरेक युद्धहरू म एक्लै नै लड्ने गर्छु
आफै नै जित्ने गर्छु आफै हार्छु म
मेरो हरेक पानाहरु अन्धकारले कोर्न गर्छन्
म एक्लै नै जुध्ने गर्छु तर जिउँदै छु म
म भित्रको रंगमंचमा, म आफै नै नाच्ने गर्छु
म आफै कराउँछु आफै निसासिन्छु
म भित्रको अर्को मान्छे म सँगै लड्न खोज्छ
म सँगै जुध्न खोज्छ अनि डराउँछु म",16,580,mixed,devanagari,0
nepali,Flirty Maya,Neetesh Jung Kunwar,"सेयिङ थात लव क्यान चाँगे ए मन, फ्लर्टी माया, इन्टरप्रेट्स थे डिभोशन ओएफ ए मन टोवार्ड्स हिस गर्ल. थे म्युजिक विदेओ ओएफ फ्लर्टी माया गोट प्रिमियर्ड ओन नीतेश'एस युट्युब च्यानल थात फिचर्ड ज्योत्स्न योगी. ... रियाड मोर
तिम्रो रङ्गिन त्यो भत्तामा-
मेरो ब्ल्याक एन्ड ह्वाइट फोटो तिमी टासन
मेरो कोहिनि नहास्ने चुट्किलामा तिमी मुर्छा परी हाँस्न
गाउँन आउदैन मलाई तै नि तिमी छमछमी नाचन
त्यती पातली त छैनउ हाल्का बोसो लाग्या कम्मर भएनि भाचन
म परे पछि तिम्रो
तिमी पनि हल्का यता तिर हेरीदेउन
हे, रेला गर्या होइन मैले तिम्रो सबै कुरा म त मानदिउला
तिम्रो भुपु मायालुले दुःख दिए त्यसलाई घरमै गई हानिदिउला
खान्छु मात्र भन तिमी होटलमा लगि जे नि खान दिउला
डोरी भाको ब्लाउज लगाउ अनि पछिपछि आई डोरी तान् दिउला
म परे पछि तिम्रो
तिमी पनि हल्का यता तिर हेरीदेउन
सधै नै पछि तिम्रो
तिमी पनि हल्का यता तिर हेरीदेउन
ए हे, ला ला
ला-ला, ला-ला-ला-ला
हा, हा, हा, हा, हा
ला-ला, ला-ला-ला",20,852,mixed,devanagari,1
nepali,Müghlan,Bipul Chettri,"कसलाई म के भन्ने?
कसले के बुझ्ने?
कसले के गर्ने?
ज्युन यहाँ गाह्रो भो
काम गरि खान यहा साह्रो भो
कस्तो यो कर्म मेरो?
भाग्य रैछ यस्तै हाम्रो
आहै, काम गरि खान साह्रो भो
आफ्नो देश छाडेर लागेछु म है बिदेशतिर
आफ्नो देश छाडेर लागेछु म है पर्देशतिर
कस्तो यो कर्म मेरो?
भाग्य रैछ यस्तै हाम्रो
आहै, म लागे विदेश तिर (लहै)
नौ डाँडा काटेर मुग्लानमा पस्यो कान्छा
गाउँ घर छाडेर (पस्यो कान्छा)
नौ डाँडा काटेर मुग्लानमा पस्यो कान्छा
गाउँ घर छाडेर (पस्यो कान्छा)
नौ डाँडा काटेर मुग्लानमा पस्यो कान्छा
गाउँ घर छाडेर (पस्यो कान्छा)",19,512,mixed,devanagari,0
nepali,"Oct 24, 2019",VTEN,"एयी, एयी, येआह, येआह, एयी
सबै कुराहरू देखि राको जस्तो लाग्छ
फेरि आँखा अगाडि नै बिलाए जस्तो पनि लाग्छ
के भयो? केही थाहा छैन
मेरो दिमागमा विभिन्न सोचहरुले घोची राकाे
मैले धेरै किन यति साह्रो सोचिराको
म त भै सकेछु पागल
एयी, छिरे जब चौकी
एयी, देखे मैले फौजी
एयी, खोले मैले औँठी, खोले मैले प्यान्ट, खोले मैले घडी
सबै कुरा भुली, खोले मैले फुली
एयी, फुली खोले मैले नाकबाट
थाहा थिएन कहिले यस्तो पनि हुदो रहेछ
कप्स ले पनि मेरो गाना सुन्दो रैछ
मलाई के थाहा बाल थिएँन यस्तो कुरा
हेरी राथेँ, मुजी, म त यता-उता
हिडी राथेँ आफ्नै बाटो, ओ-ओ, आज झ्याप छु (किन?)
मुजी, पल्याच पुलुच के हो यस्तो पारा
मुजी, मन पर्दैन पारा छ त मेरो छाडा
गर्छु भन्थ्यो सोधपुछ, लग्यो मलाई उतातिर
लग्यो मलाई उता, सुरुमा खोली मैले जुत्ता
त्यसपछि थाहा छैन केही पनि (त्यसपछि थाहा छैन केही पनि)
अस्पताल पुग्दा सम्म, थिएँ म त एकलै
चारजना कप्स हरु चारैतिर
दिमाग सोच्न थाल्यो दुनियाँलाई बालै दिन
तँ आज भित्र जान्छस् राम्ररी जा
गएँ सिधा बाटो, त्यहाँ पनि सबै फिदा भाको
फर्किने बेला कप्स दाई फोटो खिच्न आको
झन् यो कुरा देख्दा मलाई दिक्क लाग्यो
त्यसपछि भोलीपल्टै, मैले बिदा पाको
सबैजना मलाई लिन आको, भन्यो मलाई दाइहरूले, ""तँ किन गाको?
खासमा डी.एस.पी. लाई अटोग्राफ दिन गाको
तर भित्र छिरेपछि मलाई लास्ट पीडा भाथियो
साला, त्यति बेला तिहार आको
वाइल्ड चिन्ता लाग्यो; म्याद थप गरी, सात दिन थुना भित्र खाद्यो
मायालुको यादमा मन खिन्न भाथियो
तर मुद्दा चल्यो अदालतको विसा लाग्यो",37,1316,mixed,devanagari,1
romanized,MA PA SE,VTEN,"हिजो राती 12 बेजी मा-पा-से मा पारे मा
साथी संग राती सम्म चिल हाँदै बेसी मा
चिल हाँदै बेसी मा
घार आउदा बिचा बाटो मा-पा-से मा पारे मा
हिजा रतिई 12 बेजी मा-पा-से मा पारे मा
सिधा बाटो हिडिराको बाटी बाली रोक्यो
मुख सुँगी लाइसेन्स ली जरिमान ठोक्यो
मेइली वेनी दै येतै साथी को मा गाको
निकै कार गर्दा, मात्र येउता बीर खाको
नाटा मेइली खाको छु ना कसैको पैसा चोरेर
नाटा मा हिडेको छु गाँजा चरेश बोकेर
नाटा मा झ्याप होउ ना मेरो आखा रातो
एक हजार लिनु मेरो लाइसेन्स को सातो
नमाजा ले फासिस केटीए ट्राफिक मा ता काडा हो
सिधा कुरा गार टीडब्ल्यू साला कति बोटल चडाको?
हेर्दै चोर जस्तो देख्छस् पारा तेरो गजेडी
घुस दिना खोज्छस् तलाई दारा लाग्दैन मह देखि
आझ्व उल्टै आखा तार्च
होस गार हाइए साला जथा
नियम कानुन आजा बाटा काडा व्हाचा
फेरी बाइक चोरी केस मा तलाई चिराई दिन्छु चार-पाँच बर्सा
तुवाल्ला मुख मा नहेयर मेइली वन्य काम चादो गार टीडब्ल्यू",22,815,romanized,devanagari,1
nepali,Ekantama,Mantra Band,"एकान्तमा किन किन
तिम्रै नै याद आउँछ
सम्झनामा अझै पनि
आँखा यो किन रसिन्छ
थाहा छ मलाई तिमी आउँदिनौ
तिमी कसैकी भई सकेछौ
तर किन किन फेरी सम्झन्छु
नदुखेको मुटुलाई किन दुखाउँछु
तर किन किन फेरी सम्झन्छु
नदुखेको मुटुलाई किन दुखाउँछु
एक्लै हिँड्दा कहिले कहिँ
तिमी नै साथमा पाउँछु
हिँड्दा हिँड्दै
बोल्द बोल्दै
एक्लै पाउँदा झसकन्छु
थाहा छ मलाई यो भ्रम हो
फेरी भेटिने आशा नै छैन
तर किन किन फेरी सम्झन्छु
नदुखेको मुटुलाई किन दुखाउँछु
तर किन किन फेरी सम्झन्छु
नदुखेको मुटुलाई किन दुखाउँछु",21,474,mixed,devanagari,0
romanized,Oblivion,Jerusha Rai,"थेरे आई विल लौघ लाइक ए चाइल्ड
एन्ड आई'एलएल स्लीप लाइक ए बेबी
थेरे आई विल बे ओन माइ क्नीस
आई'एलएल बे ब्रोकेन एन्ड होली एन्ड फ्री
थेरे आई विल बीट ओन माइ चेस्ट एन्ड स्क्रिम
थेरे आई विल विस्पर माइ स्टोरी
आई विल फोर्गेट ह्वो आई एएम
आई विल फोर्गेट ह्वाट आई'वे डोन
थेरे आई विल स्टार्ट ए फायर
आई विल सिङ अराउन्ड आइटी
थेरे आई विल डान्स
आई विल द्रव पिक्चर्स इन थे स्यान्ड
थेरे आई विल ताके ओएफएफ माइ क्लोथेस
एन्ड थेरे आई विल ताके ओएफएफ माइ मास्क्स
एन्ड थेरे आई विल डाइव इन थे वाटर
थेरे आई विल सी गोड
आई विल फोर्गेट ह्वो आई एएम
आई विल फोर्गेट ह्वाट आई'वे डोन",18,546,romanized,devanagari,1
romanized,2022,SACAR aka Lil Buddha,"योउ आरे थे टाइप ओएफ चिक आई काउल्ड बे डाउन फोर
बुट आई फ्राउन नो मोर आइओएन गोट नो टाइम नो मोर
आई गोट्टा बे ओन माइ बिजनेस
आई ट्राइ टो बे डब्ल्यू ए कपल बाद बिचेस बेफोर आइटी'एस बीन रिडिक्युलस
थे ट्राइना ट्र्याप ए याउङ किङ फ्रोम हिस फ्लोज
आई डोन'टी लिस्टेन नो मोर
प्ले थे बीट अगाईं नोटो
शव्तु ओन माइ फोन आइएम जस्ट ट्राइना डो माइ शोव थो
आई डोन'टी नीड मोर आई जस्ट नीड मोर डाउघ
क्युज, ह्वेरे आइएम फ्रोम थे ट्रेन्चेस, वास्न्ट नो ह्यान्डआउट्स
सो नोव ह्वेन थे फान आउट
आई टेन्ड टो क्र्याक एन्ड लौघ लाउड
एन्ड फोर ठेसे एक्सेस ट्राइना बाद माउथ
आई'वे वर्क्ड टु हार्ड फोर थिस उ क्यान नेवर ब्रिङ दात डाउन
फोर माइ क्याट्स नोव फोर माइ ब्रदर्स फ्रोम थे ट्र्याप थात ए ड्रिम नेवर ब्याक्ड डाउन
हाड ए फाद फोर प्याकिन मद र्याप्स
वे लुकिन स्ट्राप्ड नोव
केटीएम सिटी वे ताकिन ओवर थिस मद टाउन
आइओएन गोट नो टाइम फोर उ इन 2022
बेबी, आइटी'एस 2022
आई एआईएन'टी गोट नो टाइम फोर योउ
फ्रन्टपेज न्यूज आई एआईएन'टी गोट नो टाइम फोर योउ
आइटी'एस 2022 ह्वाट योउ टाल्किङ अबाउट बु?
इक्स्टासी इन थे प्यालेस",24,957,romanized,devanagari,1
nepali,Bistarai,Bikki Gurung,"बिस्तारै साझ ढाल्न देउ
साझलाई ढाल्न देउ
बिस्तारै समयलाई यहि थाम्न देउ
समयलाई यहि थाम्न देउ
बिस्तारै धड्कनलाई बढ्न देउ
धड्कनलाई बढ्न देउ
बिस्तारै दुरीलाई घट्न देउ
दुरीलाई घट्न देउ
बिस्तारै, बिस्तारै
बिस्तारै, बिस्तारै
बिस्तारै, बिस्तारै
हम्म, मनमा माया छ मेरो
आँखा भरि आशा
भाग्यले नै जुडायको होला
हाम्रो यो भेट आज
बिस्तारै, बिस्तारै
बिस्तारै, बिस्तारै
बिस्तारै नजिक आउँन देउ
नजिक आउँन देउ
बिस्तारै तिम्रो हात थाम्न देउ
तिम्रो हात थाम्न देउ
बिस्तारै सास समाउन देउ
सास समाउन देउ
बिस्तारै तिम्रो ओठ चुम्न देउ
तिम्रो ओठ चुम्न देउ",25,524,mixed,devanagari,0
nepali,Aakhako Bato,B-8eight,"दिन हप्ता महिना गर्दै आज हेर वर्षौ बित्यो (वर्षौ बित्यो)
तिम्रो साथमा मेरो मनले दुख पीडा सबै बिर्स्यो (सबै बिर्स्यो)
समय संगै हाम्रो सम्बन्धले नयाँ रुप लियो (रुप लियो)
साँचो भन्दा तिम्रो मायाले मलाई यति खुसी दियो (खुसी दियो)
आज थाहा पाए के हो तिमी मेरो निम्ती
अधुरो हुनेछु म तिमी नपाए देखि
खुसी तिमी मेरो एउटै चाहा मेरो
बानी नै भो मेरो अब माया तिम्रो
आँखाको बाटो हुदै मनमा बसेको छ
इन्द्रेनी धनुष बनि जिन्दगी नै रंगायो
तिमी नै अब मेरो झुल्केको बिहानी
तिमी बिना सक्दिन रमाउन खुसीमा नी
ओएनसीई उपोन ए टाइम यसरी नै सुरु भयो
एक कदम उसको, दुई कदम मेरो
कन्भर्सेसन स्टार्टेड एन्ड हर वोइस आइएस किन्ड ओएफ मेल्लो
हेलो के छ? बेबी, आरे योउ सिङ्गले?
क्यान वे माके यूपी सोमेथिङ सो वे क्यान बे थे कपल?
लवर्स परफेक्ट जोडी आउट ओएफ एएलएल ट्रबल
युर पिक्चर इन माइ एयेस गोएस डाउन टो माइ हर्ट
आई'एम लेभिटेटेड टो थे स्काई योउ आरे डाउन टो थे अर्थ",20,820,mixed,devanagari,1
nepali,Kaile Vetne Khai 2 (Nyasro),Almoda Rana Upreti,"त्यहीँ गल्लीमा हिँड्छु, आउँछु नयाँ केही छैन
सुनाउ न तिमीलाई के भन्नु त्यो नि थाहा छैन
त्यहीँ गल्लीमा हिँड्छु, आउँछु नयाँ केही छैन
कोसिस अझै गर्दै छु तर प्रगति भाछैन
राम्रो ठाउँमा उसले लग्छ होला मैले भन्दा
चिसो तिमी नखाऊ खोकी लाग्छ है, चन्दा
आज भोलि हाम्रो कुरा खासै हुदैन
थोरैथोरै मेरो न्यास्रो लाग्छ कि लाग्दैन?
आज भोलि हाम्रो कुरा खासै हुदैन
थोरैथोरै मेरो न्यास्रो लाग्छ कि लाग्दैन?
यहीँ बाटोमा सधैँ धाउँछु, नयाँ केही भाछैन
संसार कहाँ पुगी सक्यो रे, कति कुरा थाहा छैन
यहीँ बाटोमा सधैँ धाउँछु, नयाँ केही भाछैन
गुइतर यही बजाउँछु तर प्रगति भाछैन
राम्रोसँग उसले राख्या होला मैले भन्दा
टाउको दुःख छ, चस्मा लाउन नभुलनु है, चन्दा
आज भोलि हाम्रो कुरा खासै हुदैन
थोरैथोरै मेरो न्यास्रो लाग्छ कि लाग्दैन?
आज भोलि हाम्रो कुरा खासै हुदैन
थोरैथोरै मेरो न्यास्रो लाग्छ कि लाग्दैन?",20,768,mixed,devanagari,1
nepali,Mellow,Rohit Shakya & Sajjan Raj Vaidya,"हिजोआज तिम्रोमेरो कुराकानी हुँदै
भोलीपर्सी मायाप्रिती बस्ने हो की कतै?
अहिलेलाई त राखीरहेछु सम्हालेर मुटु
तर भोली कतै तिमीले चोरी लाने होकी?
भन मात्रै, तिमीलाई के चाहिन्छ दिन्छु म सबै
तर छियाछिया मुटु मेरो नगरीदिनु है
तिमीलाई नै कुर्दाकुर्दै बित्ला है यो जिन्दगी
त्यसैले आउन माया छिटो...
कहिले कहीँ मध्य रातमा
तिम्रो यादले मलाई
उठाइदिन्छ फेरी सुत्नै नसकिने गरी
माया केहो थाहा थियो जस्तो लाग्थ्यो पहिले
येसरी नैले कसैलाई खोजे थिइन कहिले
भन मात्रै, तिमीलाई के चाहिन्छ दिन्छु म सबै
तर छियाछिया मुटु मेरो नगरीदिनु है
तिमीलाई नै कुर्दाकुर्दै बित्ला है यो जिन्दगी
त्यसैले आउन माया छिटो...",17,582,mixed,devanagari,0
nepali,Timi,Yugal Gurung,"भन न
के तिमी बदलिन्छौ
समयको लहर
मा कता बग्नेछौ
दिनहरुले जोडीएको यो बर्षहरु
ले बनाउदैन केहि तिमीलाई
तिम्रो असल माया
गहिरो बेधना ले
बनाउछ तिमीलाई
एक्छिन सोचन
के तिमी भुलि
बिर्सिन्छौ कि
ति मिठा सम्झना
लामो रातहरुले
थपिएको यो दुरि ले
मेटाउदैन ति अनन्त पलहरु
तिम्रा ओइलिएका फूलहरु फेरी फुल्नेछन्
धैर रखी तिमी बस है
माया
सललल बगी रहन्छ
तिम्रो जिन्दगी
फननन घुमी रहन्छ
यो संसार दिनहरुले
जोडीएको यो बर्ष
तर माया ले जोडीएको हौ",25,416,mixed,devanagari,0
nepali,Eklai Basda,Aruna Lama,"एक्लै बस्दा सधैं मलाई
सम्झना तिम्रो आइदिन्छ
सहन नसकी आँखाबाट
आँशु त्यसै झरिदिन्छ
आँशु त्यसै झरिदिन्छ
एक्लै बस्दा सधैं मलाई
सम्झना तिम्रो आइदिन्छ
सहन नसकी आँखाबाट
आँशु त्यसै झरिदिन्छ
आँशु त्यसै झरिदिन्छ
रोजेको थिएँ तिमीलाई मैले
आफ्नो नै बनाउछु भनि
रोजेको थिएँ तिमीलाई मैले
आफ्नो नै बनाउछु भनि
खोजेको थिएँ जिवनभरी
तिमीसँगै बिताउँछु भनी
तिमीसँगै बिताउँछु भनी
एक्लै बस्दा सधैं मलाई
सम्झना तिम्रो आइदिन्छ
सहन नसकी आँखाबाट
आँशु त्यसै झरिदिन्छ
आँशु त्यसै झरिदिन्छ",22,456,mixed,devanagari,0
nepali,Aaja Samma,Bikki Gurung,"खै के हो माया भन्ने खै के हो पिरती
खै के हो माया भन्ने खै के हो पिरती
कसैलाई सुम्पेको थिए मैले मन एकचोटी
तोडेर आशा मेरो, छोडेर साथ
बिर्सेर बाटो उनि गयौ कतै आज
फर्केर आउछ भनि हेरेर बाटो, पर्खी रहेछु म भने
आज सम्म (आज सम्म)
आज सम्म (आज सम्म)
आज सम्म (आज सम्म)
आज सम्म (आज सम्म)
आँखा यी दुई आँखा
तिम्रै प्रतिक्षामा पर्खी रहेछ
रात र मेरो दिन
तिम्रै पर्खाइमा बितिरहेछ
खै के हो बाचा भन्ने, खै के हो बचन
कसैलाई सुम्पेको थे मैले मेरो यो मन
तोडेर माया मेरो, छोडेर हात
बिर्सेर मलाई उनि गयौ कतै आज?
फर्केर आउछ भनि हेरेर बाटो, पर्खी रहेछु म भने
आज सम्म
आज सम्म
आज सम्म
आज सम्म
आज सम्म",24,572,mixed,devanagari,0
